analysis_scope,result_type,effect,comparison,reference,chi_square,df,log_odds_estimate,std_error,z_value,odds_ratio,p_value,q_value_bh,bh_family,note
Model: Mistral 24B,Emotion contrast,Emotion,Neutral vs happiness,Happiness,NA,NA,0.367035002333111,0.0967191733028411,3.79485255921153,1.44344844229416,0.000147731220787306,0.00023636995325969,planned_contrasts,
Model: Mistral 24B,Emotion contrast,Emotion,Sadness vs happiness,Happiness,NA,NA,2.01125870540154e-07,0.090124369520588,2.23164801717929e-06,1.00000020112589,0.999998219402502,0.999998219402502,planned_contrasts,
Model: Mistral 24B,Trait contrast,Conscientiousness,High vs low,Low,NA,NA,0.178078067131871,0.0591449554171999,3.01087499137896,1.19491860146173,0.00260496073294442,0.00347328097725922,planned_contrasts,
Model: Mistral 24B,Trait contrast,Openness,High vs low,Low,NA,NA,-0.237029007651479,0.0592508593583463,-4.00043155860305,0.78896840156525,6.32270721416032e-05,0.000126454144283206,planned_contrasts,
Model: Mistral 24B,Trait contrast,Extraversion,High vs low,Low,NA,NA,0.0362761822348064,0.0590139903651805,0.614704784582912,1.03694219195928,0.538749699497803,0.615713942283203,planned_contrasts,
Model: Qwen 1.5B,Main effect,Emotion,Overall effect,,2025.04428119262,5,NA,NA,NA,NA,0,0,main_effects,
Model: Qwen 1.5B,Main effect,Conscientiousness,Overall effect,,1053.23926685682,1,NA,NA,NA,NA,4.81132077923071e-231,9.62264155846141e-231,main_effects,
Model: Qwen 1.5B,Main effect,Openness,Overall effect,,351.985846376145,1,NA,NA,NA,NA,1.5656578827068e-78,2.08754384360907e-78,main_effects,
Model: Qwen 1.5B,Main effect,Extraversion,Overall effect,,2.54207272479289,1,NA,NA,NA,NA,0.110849184432424,0.110849184432424,main_effects,
Model: Qwen 1.5B,Emotion contrast,Emotion,Anger vs happiness,Happiness,NA,NA,2.37311535000698,0.076216023349365,31.136698632634,10.7307703704531,7.6784416926703e-213,2.04758445137875e-212,planned_contrasts,
Model: Qwen 1.5B,Emotion contrast,Emotion,Disgust vs happiness,Happiness,NA,NA,2.56706848695175,0.0782498607289951,32.80604544259,13.0275778936162,4.82804670739539e-236,1.93121868295816e-235,planned_contrasts,
Model: Qwen 1.5B,Emotion contrast,Emotion,Fear vs happiness,Happiness,NA,NA,2.71676839360665,0.0799663035676589,33.97391491665,15.1313445993941,5.41044994710587e-253,4.3283599576847e-252,planned_contrasts,
Model: Qwen 1.5B,Emotion contrast,Emotion,Neutral vs happiness,Happiness,NA,NA,1.21633533899605,0.0678562986729792,17.9251648377986,3.37479755558841,7.50278388604945e-72,8.57461015548508e-72,planned_contrasts,
Model: Qwen 1.5B,Emotion contrast,Emotion,Sadness vs happiness,Happiness,NA,NA,1.40093906482289,0.0688018957009494,20.3619253590356,4.05900985106746,3.6399529029513e-92,5.82392464472208e-92,planned_contrasts,
Model: Qwen 1.5B,Trait contrast,Conscientiousness,High vs low,Low,NA,NA,1.41442542548741,0.04547153441533,31.105733370866,4.11412191713831,2.01476199902468e-212,4.02952399804937e-212,planned_contrasts,
Model: Qwen 1.5B,Trait contrast,Openness,High vs low,Low,NA,NA,0.811445905010412,0.0436738682641304,18.579666451869,2.25116059901492,4.69413634171215e-77,6.2588484556162e-77,planned_contrasts,
Model: Qwen 1.5B,Trait contrast,Extraversion,High vs low,Low,NA,NA,0.068683834839869,0.0427858844563144,1.60529192542454,1.07109751189267,0.108429575323423,0.108429575323423,planned_contrasts,
Model: Qwen 32B,Main effect,Emotion,Overall effect,,1161.94856959759,5,NA,NA,NA,NA,5.12618125194327e-249,2.05047250077731e-248,main_effects,
Model: Qwen 32B,Main effect,Conscientiousness,Overall effect,,169.832004672371,1,NA,NA,NA,NA,8.05115979695537e-39,1.61023195939107e-38,main_effects,
Model: Qwen 32B,Main effect,Openness,Overall effect,,109.185203588975,1,NA,NA,NA,NA,1.47809405088312e-25,1.97079206784416e-25,main_effects,
Model: Qwen 32B,Main effect,Extraversion,Overall effect,,22.3263644331819,1,NA,NA,NA,NA,2.30026768197755e-06,2.30026768197755e-06,main_effects,
Model: Qwen 32B,Emotion contrast,Emotion,Anger vs happiness,Happiness,NA,NA,0.622270452803229,0.0558273624380753,11.1463344429618,1.86315344520426,7.46172693846373e-29,1.49234538769275e-28,planned_contrasts,
Model: Qwen 32B,Emotion contrast,Emotion,Disgust vs happiness,Happiness,NA,NA,1.55238437983933,0.0610916527426248,25.4107445149573,4.72271752074221,1.91862466976938e-142,1.5348997358155e-141,planned_contrasts,
Model: Qwen 32B,Emotion contrast,Emotion,Fear vs happiness,Happiness,NA,NA,1.00630299763088,0.0573385541583862,17.550198333414,2.73546926165774,5.92726758040201e-69,2.37090703216081e-68,planned_contrasts,
Model: Qwen 32B,Emotion contrast,Emotion,Neutral vs happiness,Happiness,NA,NA,-0.0664992745228326,0.0551203097875783,-1.20643869345268,0.935663594658659,0.227648384220308,0.227648384220308,planned_contrasts,
Model: Qwen 32B,Emotion contrast,Emotion,Sadness vs happiness,Happiness,NA,NA,0.192932276499413,0.0550958564031279,3.50175655838358,1.21280065563191,0.000462201728458772,0.000528230546810025,planned_contrasts,
Model: Qwen 32B,Trait contrast,Conscientiousness,High vs low,Low,NA,NA,0.435048064333624,0.0332517933691794,13.0834466431174,1.54503731835584,4.09445027069534e-39,1.09185340551876e-38,planned_contrasts,
Model: Qwen 32B,Trait contrast,Openness,High vs low,Low,NA,NA,0.348917799403237,0.0332166832212975,10.5042937935333,1.41753266352189,8.2538250572546e-26,1.32061200916074e-25,planned_contrasts,
Model: Qwen 32B,Trait contrast,Extraversion,High vs low,Low,NA,NA,0.157835632511657,0.0331650749693344,4.75909168477978,1.17097370888145,1.94466092318751e-06,2.59288123091668e-06,planned_contrasts,
