model,assignment,mixed_profile_assignment,writer1_profile,writer2_profile,supervisor_profile,bleu,baseline_bleu,delta_bleu,beat_self_report
llama_3_1_8b,mixed24,LHH_fear;LLL_disgust;LLL_disgust,LHH_fear,LLL_disgust,LLL_disgust,6.012658709106985,5.839145004420867,0.17351370468611815,1
llama_3_1_8b,mixed24,HLL_neutral;LHH_fear;HLL_neutral,HLL_neutral,LHH_fear,HLL_neutral,5.878591954022988,5.839145004420867,0.03944694960212125,1
llama_3_1_8b,mixed24,LHH_fear;HLL_neutral;HLL_neutral,LHH_fear,HLL_neutral,HLL_neutral,5.8764500442086645,5.839145004420867,0.03730503978779787,1
llama_3_1_8b,mixed24,LHH_fear;LLL_disgust;HLL_neutral,LHH_fear,LLL_disgust,HLL_neutral,5.817494694960212,5.839145004420867,-0.021650309460654604,0
llama_3_1_8b,mixed24,LHH_fear;LHH_fear;HLL_neutral,LHH_fear,LHH_fear,HLL_neutral,5.78408267020336,5.839145004420867,-0.0550623342175065,0
llama_3_1_8b,mixed24,LHH_fear;HLL_neutral;LLL_disgust,LHH_fear,HLL_neutral,LLL_disgust,5.675110079575597,5.839145004420867,-0.16403492484526971,0
mistral_small_3_24b_awq,mixed24,LLH_neutral;LLH_neutral;LLH_anger,LLH_neutral,LLH_neutral,LLH_anger,7.500315207780726,7.043840848806365,0.4564743589743605,1
mistral_small_3_24b_awq,mixed24,LLH_anger;LLH_anger;LLL_sadness,LLH_anger,LLH_anger,LLL_sadness,7.354860742705569,7.043840848806365,0.31101989389920437,1
mistral_small_3_24b_awq,mixed24,LLL_sadness;LLH_neutral;LLH_neutral,LLL_sadness,LLH_neutral,LLH_neutral,7.346604774535809,7.043840848806365,0.3027639257294439,1
mistral_small_3_24b_awq,mixed24,LLL_sadness;LLL_sadness;LLH_neutral,LLL_sadness,LLL_sadness,LLH_neutral,7.345236958443855,7.043840848806365,0.30139610963748975,1
mistral_small_3_24b_awq,mixed24,LLH_anger;LLH_neutral;LLH_anger,LLH_anger,LLH_neutral,LLH_anger,7.286879310344827,7.043840848806365,0.24303846153846198,1
mistral_small_3_24b_awq,mixed24,LLL_sadness;LLL_sadness;LLH_anger,LLL_sadness,LLL_sadness,LLH_anger,7.263986295313882,7.043840848806365,0.22014544650751677,1
mistral_small_3_24b_awq,mixed24,LLH_neutral;LLH_neutral;LLL_sadness,LLH_neutral,LLH_neutral,LLL_sadness,7.248340406719716,7.043840848806365,0.20449955791335128,1
mistral_small_3_24b_awq,mixed24,LLH_anger;LLH_neutral;LLH_neutral,LLH_anger,LLH_neutral,LLH_neutral,7.121131741821396,7.043840848806365,0.07729089301503134,1
mistral_small_3_24b_awq,mixed24,LLH_anger;LLL_sadness;LLH_neutral,LLH_anger,LLL_sadness,LLH_neutral,7.117184350132626,7.043840848806365,0.07334350132626088,1
mistral_small_3_24b_awq,mixed24,LLH_neutral;LLL_sadness;LLL_sadness,LLH_neutral,LLL_sadness,LLL_sadness,7.0544217506631295,7.043840848806365,0.010580901856764413,1
mistral_small_3_24b_awq,mixed24,LLL_sadness;LLH_anger;LLH_anger,LLL_sadness,LLH_anger,LLH_anger,7.026877099911583,7.043840848806365,-0.01696374889478225,0
mistral_small_3_24b_awq,mixed24,LLH_anger;LLL_sadness;LLH_anger,LLH_anger,LLL_sadness,LLH_anger,7.018923076923077,7.043840848806365,-0.024917771883288253,0
mistral_small_3_24b_awq,mixed24,LLH_anger;LLL_sadness;LLL_sadness,LLH_anger,LLL_sadness,LLL_sadness,7.013153846153846,7.043840848806365,-0.030687002652519446,0
mistral_small_3_24b_awq,mixed24,LLH_anger;LLH_anger;LLH_neutral,LLH_anger,LLH_anger,LLH_neutral,7.0121038903625115,7.043840848806365,-0.0317369584438536,0
mistral_small_3_24b_awq,mixed24,LLL_sadness;LLH_neutral;LLH_anger,LLL_sadness,LLH_neutral,LLH_anger,6.973168877099912,7.043840848806365,-0.07067197170645301,0
mistral_small_3_24b_awq,mixed24,LLH_neutral;LLH_anger;LLH_anger,LLH_neutral,LLH_anger,LLH_anger,6.969759062776305,7.043840848806365,-0.07408178603006021,0
mistral_small_3_24b_awq,mixed24,LLH_neutral;LLL_sadness;LLH_neutral,LLH_neutral,LLL_sadness,LLH_neutral,6.934300618921308,7.043840848806365,-0.10954022988505674,0
mistral_small_3_24b_awq,mixed24,LLL_sadness;LLH_anger;LLL_sadness,LLL_sadness,LLH_anger,LLL_sadness,6.93084350132626,7.043840848806365,-0.11299734748010515,0
mistral_small_3_24b_awq,mixed24,LLL_sadness;LLH_neutral;LLL_sadness,LLL_sadness,LLH_neutral,LLL_sadness,6.9027228116710875,7.043840848806365,-0.1411180371352776,0
mistral_small_3_24b_awq,mixed24,LLH_anger;LLH_neutral;LLL_sadness,LLH_anger,LLH_neutral,LLL_sadness,6.887561007957559,7.043840848806365,-0.1562798408488062,0
mistral_small_3_24b_awq,mixed24,LLH_neutral;LLL_sadness;LLH_anger,LLH_neutral,LLL_sadness,LLH_anger,6.879487179487179,7.043840848806365,-0.16435366931918605,0
mistral_small_3_24b_awq,mixed24,LLL_sadness;LLH_anger;LLH_neutral,LLL_sadness,LLH_anger,LLH_neutral,6.879425287356322,7.043840848806365,-0.16441556145004288,0
mistral_small_3_24b_awq,mixed24,LLH_neutral;LLH_anger;LLL_sadness,LLH_neutral,LLH_anger,LLL_sadness,6.814890804597701,7.043840848806365,-0.2289500442086645,0
mistral_small_3_24b_awq,mixed24,LLH_neutral;LLH_anger;LLH_neutral,LLH_neutral,LLH_anger,LLH_neutral,6.747523872679045,7.043840848806365,-0.29631697612732033,0
qwen2.5-32b-awq,mixed24,LHL_sadness;LHL_sadness;HLL_fear,LHL_sadness,LHL_sadness,HLL_fear,7.746452696728559,7.6528788682581785,0.09357382847038043,1
qwen2.5-32b-awq,mixed24,LHL_sadness;HLL_fear;LHL_sadness,LHL_sadness,HLL_fear,LHL_sadness,7.73142617152962,7.6528788682581785,0.07854730327144122,1
qwen2.5-32b-awq,mixed24,LHL_sadness;HLL_fear;HLH_neutral,LHL_sadness,HLL_fear,HLH_neutral,7.7087692307692315,7.6528788682581785,0.05589036251105295,1
qwen2.5-32b-awq,mixed24,LHL_sadness;HLH_neutral;LHL_sadness,LHL_sadness,HLH_neutral,LHL_sadness,7.69663483642794,7.6528788682581785,0.04375596816976124,1
qwen2.5-32b-awq,mixed24,LHL_sadness;LHL_sadness;HLH_neutral,LHL_sadness,LHL_sadness,HLH_neutral,7.6877276746242265,7.6528788682581785,0.034848806366047924,1
qwen2.5-32b-awq,mixed24,HLH_neutral;HLH_neutral;LHL_sadness,HLH_neutral,HLH_neutral,LHL_sadness,7.6755923961096375,7.6528788682581785,0.02271352785145897,1
qwen2.5-32b-awq,mixed24,HLL_fear;LHL_sadness;HLH_neutral,HLL_fear,LHL_sadness,HLH_neutral,7.593620689655173,7.6528788682581785,-0.05925817860300597,0
qwen2.5-32b-awq,mixed24,HLL_fear;HLH_neutral;HLH_neutral,HLL_fear,HLH_neutral,HLH_neutral,7.592641025641026,7.6528788682581785,-0.060237842617152815,0
qwen2.5-32b-awq,mixed24,HLH_neutral;HLL_fear;LHL_sadness,HLH_neutral,HLL_fear,LHL_sadness,7.583349690539346,7.6528788682581785,-0.06952917771883271,0
qwen2.5-32b-awq,mixed24,HLH_neutral;HLL_fear;HLH_neutral,HLH_neutral,HLL_fear,HLH_neutral,7.5769677276746235,7.6528788682581785,-0.07591114058355508,0
qwen2.5-32b-awq,mixed24,LHL_sadness;HLH_neutral;HLH_neutral,LHL_sadness,HLH_neutral,HLH_neutral,7.509578691423519,7.6528788682581785,-0.1433001768346598,0
qwen2.5-32b-awq,mixed24,HLH_neutral;LHL_sadness;LHL_sadness,HLH_neutral,LHL_sadness,LHL_sadness,7.42499115826702,7.6528788682581785,-0.22788770999115826,0
qwen2.5-32b-awq,mixed24,HLL_fear;HLH_neutral;HLL_fear,HLL_fear,HLH_neutral,HLL_fear,7.410717064544651,7.6528788682581785,-0.24216180371352714,0
qwen2.5-32b-awq,mixed24,HLL_fear;HLL_fear;HLH_neutral,HLL_fear,HLL_fear,HLH_neutral,7.4044938107869145,7.6528788682581785,-0.24838505747126405,0
qwen2.5-32b-awq,mixed24,HLL_fear;HLL_fear;LHL_sadness,HLL_fear,HLL_fear,LHL_sadness,7.388119805481875,7.6528788682581785,-0.2647590627763039,0
qwen2.5-32b-awq,mixed24,LHL_sadness;HLH_neutral;HLL_fear,LHL_sadness,HLH_neutral,HLL_fear,7.338842175066313,7.6528788682581785,-0.31403669319186545,0
qwen2.5-32b-awq,mixed24,HLL_fear;HLH_neutral;LHL_sadness,HLL_fear,HLH_neutral,LHL_sadness,7.327595048629532,7.6528788682581785,-0.3252838196286465,0
qwen2.5-32b-awq,mixed24,HLH_neutral;LHL_sadness;HLL_fear,HLH_neutral,LHL_sadness,HLL_fear,7.326340406719717,7.6528788682581785,-0.3265384615384619,0
qwen2.5-32b-awq,mixed24,HLH_neutral;LHL_sadness;HLH_neutral,HLH_neutral,LHL_sadness,HLH_neutral,7.268224137931035,7.6528788682581785,-0.3846547303271439,0
qwen2.5-32b-awq,mixed24,LHL_sadness;HLL_fear;HLL_fear,LHL_sadness,HLL_fear,HLL_fear,7.188167992926614,7.6528788682581785,-0.46471087533156474,0
qwen2.5-32b-awq,mixed24,HLH_neutral;HLH_neutral;HLL_fear,HLH_neutral,HLH_neutral,HLL_fear,7.1484350132626,7.6528788682581785,-0.5044438549955785,0
qwen2.5-32b-awq,mixed24,HLH_neutral;HLL_fear;HLL_fear,HLH_neutral,HLL_fear,HLL_fear,7.047242263483643,7.6528788682581785,-0.6056366047745358,0
qwen2.5-32b-awq,mixed24,HLL_fear;LHL_sadness;LHL_sadness,HLL_fear,LHL_sadness,LHL_sadness,7.008731653404067,7.6528788682581785,-0.6441472148541116,0
qwen2.5-32b-awq,mixed24,HLL_fear;LHL_sadness;HLL_fear,HLL_fear,LHL_sadness,HLL_fear,7.000214854111406,7.6528788682581785,-0.6526640141467723,0
qwen2_5_1_5b,mixed24,HLL_neutral;HLL_neutral;HLL_happiness,HLL_neutral,HLL_neutral,HLL_happiness,6.695937223695845,6.367065870910698,0.32887135278514634,1
qwen2_5_1_5b,mixed24,HLL_happiness;HLL_happiness;HLL_neutral,HLL_happiness,HLL_happiness,HLL_neutral,6.658889478337754,6.367065870910698,0.29182360742705526,1
qwen2_5_1_5b,mixed24,HLL_neutral;HLL_happiness;HLL_neutral,HLL_neutral,HLL_happiness,HLL_neutral,6.632411140583554,6.367065870910698,0.26534526967285554,1
qwen2_5_1_5b,mixed24,HLL_neutral;HLL_happiness;HLL_happiness,HLL_neutral,HLL_happiness,HLL_happiness,6.6028196286472145,6.367065870910698,0.23575375773651608,1
qwen2_5_1_5b,mixed24,HLL_happiness;HLL_neutral;HLL_happiness,HLL_happiness,HLL_neutral,HLL_happiness,6.600240937223696,6.367065870910698,0.2331750663129979,1
qwen2_5_1_5b,mixed24,HLL_happiness;HLL_anger;HLL_neutral,HLL_happiness,HLL_anger,HLL_neutral,6.57376967285588,6.367065870910698,0.20670380194518145,1
qwen2_5_1_5b,mixed24,HLL_happiness;HLL_neutral;HLL_neutral,HLL_happiness,HLL_neutral,HLL_neutral,6.568129531388152,6.367065870910698,0.2010636604774536,1
qwen2_5_1_5b,mixed24,HLL_neutral;HLL_happiness;HLL_anger,HLL_neutral,HLL_happiness,HLL_anger,6.567281609195402,6.367065870910698,0.20021573828470363,1
qwen2_5_1_5b,mixed24,HLL_happiness;HLL_happiness;HLL_anger,HLL_happiness,HLL_happiness,HLL_anger,6.558098143236074,6.367065870910698,0.19103227232537545,1
qwen2_5_1_5b,mixed24,HLL_neutral;HLL_anger;HLL_anger,HLL_neutral,HLL_anger,HLL_anger,6.549114058355438,6.367065870910698,0.18204818744473972,1
qwen2_5_1_5b,mixed24,HLL_neutral;HLL_neutral;HLL_anger,HLL_neutral,HLL_neutral,HLL_anger,6.5288483642793995,6.367065870910698,0.1617824933687011,1
qwen2_5_1_5b,mixed24,HLL_anger;HLL_neutral;HLL_neutral,HLL_anger,HLL_neutral,HLL_neutral,6.52584350132626,6.367065870910698,0.15877763041556126,1
qwen2_5_1_5b,mixed24,HLL_neutral;HLL_anger;HLL_happiness,HLL_neutral,HLL_anger,HLL_happiness,6.511620247568523,6.367065870910698,0.14455437665782433,1
qwen2_5_1_5b,mixed24,HLL_anger;HLL_anger;HLL_happiness,HLL_anger,HLL_anger,HLL_happiness,6.473540671971707,6.367065870910698,0.10647480106100815,1
qwen2_5_1_5b,mixed24,HLL_happiness;HLL_anger;HLL_happiness,HLL_happiness,HLL_anger,HLL_happiness,6.453574270557029,6.367065870910698,0.0865083996463305,1
qwen2_5_1_5b,mixed24,HLL_anger;HLL_happiness;HLL_happiness,HLL_anger,HLL_happiness,HLL_happiness,6.420019009725905,6.367065870910698,0.05295313881520691,1
qwen2_5_1_5b,mixed24,HLL_anger;HLL_anger;HLL_neutral,HLL_anger,HLL_anger,HLL_neutral,6.414150751547304,6.367065870910698,0.04708488063660532,1
qwen2_5_1_5b,mixed24,HLL_anger;HLL_happiness;HLL_neutral,HLL_anger,HLL_happiness,HLL_neutral,6.413453580901856,6.367065870910698,0.0463877099911576,1
qwen2_5_1_5b,mixed24,HLL_happiness;HLL_anger;HLL_anger,HLL_happiness,HLL_anger,HLL_anger,6.407641467727674,6.367065870910698,0.04057559681697587,1
qwen2_5_1_5b,mixed24,HLL_neutral;HLL_anger;HLL_neutral,HLL_neutral,HLL_anger,HLL_neutral,6.401770114942529,6.367065870910698,0.03470424403183081,1
qwen2_5_1_5b,mixed24,HLL_anger;HLL_neutral;HLL_happiness,HLL_anger,HLL_neutral,HLL_happiness,6.393266136162688,6.367065870910698,0.026200265251989485,1
qwen2_5_1_5b,mixed24,HLL_anger;HLL_neutral;HLL_anger,HLL_anger,HLL_neutral,HLL_anger,6.380425729442972,6.367065870910698,0.013359858532273172,1
qwen2_5_1_5b,mixed24,HLL_anger;HLL_happiness;HLL_anger,HLL_anger,HLL_happiness,HLL_anger,6.2986777188328915,6.367065870910698,-0.06838815207780691,0
qwen2_5_1_5b,mixed24,HLL_happiness;HLL_neutral;HLL_anger,HLL_happiness,HLL_neutral,HLL_anger,6.285254199823166,6.367065870910698,-0.08181167108753229,0
