model,assignment,mixed_profile_assignment,planner_profile,implementer_profile,reviewer_profile,passed,evaluated,pass_at_1,baseline_passed,baseline_pass_at_1,delta_passed,delta_pass_at_1,beat_self_report
mistral_small_3_24b_awq,mixed24,LLH_fear;HHH_happiness;LHH_neutral,LLH_fear,HHH_happiness,LHH_neutral,96,282,0.3404255319148936,89,0.31560283687943264,7,0.024822695035460973,1
mistral_small_3_24b_awq,mixed24,LHH_neutral;HHH_happiness;LHH_neutral,LHH_neutral,HHH_happiness,LHH_neutral,95,282,0.33687943262411346,89,0.31560283687943264,6,0.021276595744680826,1
mistral_small_3_24b_awq,mixed24,LHH_neutral;LHH_neutral;LLH_fear,LHH_neutral,LHH_neutral,LLH_fear,95,282,0.33687943262411346,89,0.31560283687943264,6,0.021276595744680826,1
mistral_small_3_24b_awq,mixed24,LHH_neutral;LLH_fear;HHH_happiness,LHH_neutral,LLH_fear,HHH_happiness,95,282,0.33687943262411346,89,0.31560283687943264,6,0.021276595744680826,1
mistral_small_3_24b_awq,mixed24,LLH_fear;HHH_happiness;HHH_happiness,LLH_fear,HHH_happiness,HHH_happiness,95,282,0.33687943262411346,89,0.31560283687943264,6,0.021276595744680826,1
mistral_small_3_24b_awq,mixed24,LLH_fear;LLH_fear;LHH_neutral,LLH_fear,LLH_fear,LHH_neutral,95,282,0.33687943262411346,89,0.31560283687943264,6,0.021276595744680826,1
mistral_small_3_24b_awq,mixed24,HHH_happiness;LHH_neutral;LLH_fear,HHH_happiness,LHH_neutral,LLH_fear,94,282,0.3333333333333333,89,0.31560283687943264,5,0.01773049645390068,1
mistral_small_3_24b_awq,mixed24,LHH_neutral;LHH_neutral;HHH_happiness,LHH_neutral,LHH_neutral,HHH_happiness,94,282,0.3333333333333333,89,0.31560283687943264,5,0.01773049645390068,1
mistral_small_3_24b_awq,mixed24,LHH_neutral;LLH_fear;LLH_fear,LHH_neutral,LLH_fear,LLH_fear,94,282,0.3333333333333333,89,0.31560283687943264,5,0.01773049645390068,1
mistral_small_3_24b_awq,mixed24,LLH_fear;LHH_neutral;LHH_neutral,LLH_fear,LHH_neutral,LHH_neutral,94,282,0.3333333333333333,89,0.31560283687943264,5,0.01773049645390068,1
mistral_small_3_24b_awq,mixed24,HHH_happiness;HHH_happiness;LLH_fear,HHH_happiness,HHH_happiness,LLH_fear,93,282,0.32978723404255317,89,0.31560283687943264,4,0.014184397163120532,1
mistral_small_3_24b_awq,mixed24,LHH_neutral;HHH_happiness;HHH_happiness,LHH_neutral,HHH_happiness,HHH_happiness,92,282,0.3262411347517731,89,0.31560283687943264,3,0.010638297872340441,1
mistral_small_3_24b_awq,mixed24,LLH_fear;HHH_happiness;LLH_fear,LLH_fear,HHH_happiness,LLH_fear,90,282,0.3191489361702128,89,0.31560283687943264,1,0.003546099290780147,1
mistral_small_3_24b_awq,mixed24,LLH_fear;LHH_neutral;HHH_happiness,LLH_fear,LHH_neutral,HHH_happiness,90,282,0.3191489361702128,89,0.31560283687943264,1,0.003546099290780147,1
mistral_small_3_24b_awq,mixed24,LLH_fear;LLH_fear;HHH_happiness,LLH_fear,LLH_fear,HHH_happiness,89,282,0.31560283687943264,89,0.31560283687943264,0,0.0,0
mistral_small_3_24b_awq,mixed24,LLH_fear;LHH_neutral;LLH_fear,LLH_fear,LHH_neutral,LLH_fear,88,282,0.3120567375886525,89,0.31560283687943264,-1,-0.003546099290780147,0
mistral_small_3_24b_awq,mixed24,LHH_neutral;HHH_happiness;LLH_fear,LHH_neutral,HHH_happiness,LLH_fear,87,282,0.30851063829787234,89,0.31560283687943264,-2,-0.007092198581560294,0
mistral_small_3_24b_awq,mixed24,LHH_neutral;LLH_fear;LHH_neutral,LHH_neutral,LLH_fear,LHH_neutral,87,282,0.30851063829787234,89,0.31560283687943264,-2,-0.007092198581560294,0
qwen2.5-32b-awq,mixed24,HHH_sadness;HHH_sadness;NNN_fear,HHH_sadness,HHH_sadness,NNN_fear,127,282,0.450354609929078,122,0.4326241134751773,5,0.01773049645390068,1
qwen2.5-32b-awq,mixed24,HHH_sadness;LHL_happiness;NNN_fear,HHH_sadness,LHL_happiness,NNN_fear,126,282,0.44680851063829785,122,0.4326241134751773,4,0.014184397163120532,1
qwen2.5-32b-awq,mixed24,HHH_sadness;HHH_sadness;LHL_happiness,HHH_sadness,HHH_sadness,LHL_happiness,124,282,0.4397163120567376,122,0.4326241134751773,2,0.007092198581560294,1
qwen2.5-32b-awq,mixed24,HHH_sadness;NNN_fear;HHH_sadness,HHH_sadness,NNN_fear,HHH_sadness,124,282,0.4397163120567376,122,0.4326241134751773,2,0.007092198581560294,1
qwen2.5-32b-awq,mixed24,HHH_sadness;LHL_happiness;HHH_sadness,HHH_sadness,LHL_happiness,HHH_sadness,123,282,0.43617021276595747,122,0.4326241134751773,1,0.003546099290780147,1
qwen2.5-32b-awq,mixed24,HHH_sadness;NNN_fear;LHL_happiness,HHH_sadness,NNN_fear,LHL_happiness,123,282,0.43617021276595747,122,0.4326241134751773,1,0.003546099290780147,1
qwen2.5-32b-awq,mixed24,NNN_fear;HHH_sadness;NNN_fear,NNN_fear,HHH_sadness,NNN_fear,122,282,0.4326241134751773,122,0.4326241134751773,0,0.0,0
qwen2.5-32b-awq,mixed24,NNN_fear;LHL_happiness;LHL_happiness,NNN_fear,LHL_happiness,LHL_happiness,121,282,0.42907801418439717,122,0.4326241134751773,-1,-0.003546099290780147,0
qwen2.5-32b-awq,mixed24,HHH_sadness;NNN_fear;NNN_fear,HHH_sadness,NNN_fear,NNN_fear,120,282,0.425531914893617,122,0.4326241134751773,-2,-0.007092198581560294,0
qwen2.5-32b-awq,mixed24,HHH_sadness;LHL_happiness;LHL_happiness,HHH_sadness,LHL_happiness,LHL_happiness,119,282,0.4219858156028369,122,0.4326241134751773,-3,-0.010638297872340441,0
qwen2.5-32b-awq,mixed24,LHL_happiness;LHL_happiness;NNN_fear,LHL_happiness,LHL_happiness,NNN_fear,118,282,0.41843971631205673,122,0.4326241134751773,-4,-0.014184397163120588,0
qwen2.5-32b-awq,mixed24,NNN_fear;LHL_happiness;NNN_fear,NNN_fear,LHL_happiness,NNN_fear,118,282,0.41843971631205673,122,0.4326241134751773,-4,-0.014184397163120588,0
qwen2.5-32b-awq,mixed24,NNN_fear;HHH_sadness;LHL_happiness,NNN_fear,HHH_sadness,LHL_happiness,117,282,0.4148936170212766,122,0.4326241134751773,-5,-0.017730496453900735,0
qwen2.5-32b-awq,mixed24,NNN_fear;NNN_fear;LHL_happiness,NNN_fear,NNN_fear,LHL_happiness,117,282,0.4148936170212766,122,0.4326241134751773,-5,-0.017730496453900735,0
qwen2.5-32b-awq,mixed24,LHL_happiness;HHH_sadness;NNN_fear,LHL_happiness,HHH_sadness,NNN_fear,116,282,0.41134751773049644,122,0.4326241134751773,-6,-0.021276595744680882,0
qwen2.5-32b-awq,mixed24,LHL_happiness;NNN_fear;LHL_happiness,LHL_happiness,NNN_fear,LHL_happiness,115,282,0.4078014184397163,122,0.4326241134751773,-7,-0.02482269503546103,0
qwen2.5-32b-awq,mixed24,LHL_happiness;HHH_sadness;LHL_happiness,LHL_happiness,HHH_sadness,LHL_happiness,113,282,0.40070921985815605,122,0.4326241134751773,-9,-0.03191489361702127,0
qwen2.5-32b-awq,mixed24,LHL_happiness;NNN_fear;NNN_fear,LHL_happiness,NNN_fear,NNN_fear,112,282,0.3971631205673759,122,0.4326241134751773,-10,-0.035460992907801414,0
qwen2.5-32b-awq,mixed24,NNN_fear;HHH_sadness;HHH_sadness,NNN_fear,HHH_sadness,HHH_sadness,112,282,0.3971631205673759,122,0.4326241134751773,-10,-0.035460992907801414,0
qwen2.5-32b-awq,mixed24,LHL_happiness;LHL_happiness;HHH_sadness,LHL_happiness,LHL_happiness,HHH_sadness,111,282,0.39361702127659576,122,0.4326241134751773,-11,-0.03900709219858156,0
qwen2.5-32b-awq,mixed24,NNN_fear;NNN_fear;HHH_sadness,NNN_fear,NNN_fear,HHH_sadness,111,282,0.39361702127659576,122,0.4326241134751773,-11,-0.03900709219858156,0
qwen2.5-32b-awq,mixed24,NNN_fear;LHL_happiness;HHH_sadness,NNN_fear,LHL_happiness,HHH_sadness,105,282,0.3723404255319149,122,0.4326241134751773,-17,-0.06028368794326244,0
qwen2.5-32b-awq,mixed24,LHL_happiness;HHH_sadness;HHH_sadness,LHL_happiness,HHH_sadness,HHH_sadness,103,282,0.36524822695035464,122,0.4326241134751773,-19,-0.06737588652482268,0
qwen2.5-32b-awq,mixed24,LHL_happiness;NNN_fear;HHH_sadness,LHL_happiness,NNN_fear,HHH_sadness,103,282,0.36524822695035464,122,0.4326241134751773,-19,-0.06737588652482268,0
qwen2_5_1_5b,mixed24,NNN_happiness;HHH_disgust;LLL_fear,NNN_happiness,HHH_disgust,LLL_fear,31,282,0.1099290780141844,21,0.07446808510638298,10,0.03546099290780143,1
qwen2_5_1_5b,mixed24,NNN_happiness;NNN_happiness;HHH_disgust,NNN_happiness,NNN_happiness,HHH_disgust,30,282,0.10638297872340426,21,0.07446808510638298,9,0.03191489361702128,1
qwen2_5_1_5b,mixed24,HHH_disgust;NNN_happiness;NNN_happiness,HHH_disgust,NNN_happiness,NNN_happiness,29,282,0.10283687943262411,21,0.07446808510638298,8,0.028368794326241134,1
qwen2_5_1_5b,mixed24,LLL_fear;HHH_disgust;HHH_disgust,LLL_fear,HHH_disgust,HHH_disgust,29,282,0.10283687943262411,21,0.07446808510638298,8,0.028368794326241134,1
qwen2_5_1_5b,mixed24,NNN_happiness;NNN_happiness;LLL_fear,NNN_happiness,NNN_happiness,LLL_fear,29,282,0.10283687943262411,21,0.07446808510638298,8,0.028368794326241134,1
qwen2_5_1_5b,mixed24,HHH_disgust;LLL_fear;HHH_disgust,HHH_disgust,LLL_fear,HHH_disgust,27,282,0.09574468085106383,21,0.07446808510638298,6,0.021276595744680854,1
qwen2_5_1_5b,mixed24,NNN_happiness;LLL_fear;LLL_fear,NNN_happiness,LLL_fear,LLL_fear,27,282,0.09574468085106383,21,0.07446808510638298,6,0.021276595744680854,1
qwen2_5_1_5b,mixed24,NNN_happiness;LLL_fear;NNN_happiness,NNN_happiness,LLL_fear,NNN_happiness,27,282,0.09574468085106383,21,0.07446808510638298,6,0.021276595744680854,1
qwen2_5_1_5b,mixed24,HHH_disgust;LLL_fear;LLL_fear,HHH_disgust,LLL_fear,LLL_fear,26,282,0.09219858156028368,21,0.07446808510638298,5,0.017730496453900707,1
qwen2_5_1_5b,mixed24,LLL_fear;HHH_disgust;LLL_fear,LLL_fear,HHH_disgust,LLL_fear,26,282,0.09219858156028368,21,0.07446808510638298,5,0.017730496453900707,1
qwen2_5_1_5b,mixed24,LLL_fear;NNN_happiness;LLL_fear,LLL_fear,NNN_happiness,LLL_fear,26,282,0.09219858156028368,21,0.07446808510638298,5,0.017730496453900707,1
qwen2_5_1_5b,mixed24,NNN_happiness;HHH_disgust;NNN_happiness,NNN_happiness,HHH_disgust,NNN_happiness,26,282,0.09219858156028368,21,0.07446808510638298,5,0.017730496453900707,1
qwen2_5_1_5b,mixed24,NNN_happiness;LLL_fear;HHH_disgust,NNN_happiness,LLL_fear,HHH_disgust,26,282,0.09219858156028368,21,0.07446808510638298,5,0.017730496453900707,1
qwen2_5_1_5b,mixed24,HHH_disgust;LLL_fear;NNN_happiness,HHH_disgust,LLL_fear,NNN_happiness,25,282,0.08865248226950355,21,0.07446808510638298,4,0.014184397163120574,1
qwen2_5_1_5b,mixed24,HHH_disgust;NNN_happiness;LLL_fear,HHH_disgust,NNN_happiness,LLL_fear,25,282,0.08865248226950355,21,0.07446808510638298,4,0.014184397163120574,1
qwen2_5_1_5b,mixed24,NNN_happiness;HHH_disgust;HHH_disgust,NNN_happiness,HHH_disgust,HHH_disgust,25,282,0.08865248226950355,21,0.07446808510638298,4,0.014184397163120574,1
qwen2_5_1_5b,mixed24,HHH_disgust;NNN_happiness;HHH_disgust,HHH_disgust,NNN_happiness,HHH_disgust,24,282,0.0851063829787234,21,0.07446808510638298,3,0.010638297872340427,1
qwen2_5_1_5b,mixed24,LLL_fear;HHH_disgust;NNN_happiness,LLL_fear,HHH_disgust,NNN_happiness,24,282,0.0851063829787234,21,0.07446808510638298,3,0.010638297872340427,1
qwen2_5_1_5b,mixed24,LLL_fear;LLL_fear;HHH_disgust,LLL_fear,LLL_fear,HHH_disgust,24,282,0.0851063829787234,21,0.07446808510638298,3,0.010638297872340427,1
qwen2_5_1_5b,mixed24,LLL_fear;NNN_happiness;HHH_disgust,LLL_fear,NNN_happiness,HHH_disgust,24,282,0.0851063829787234,21,0.07446808510638298,3,0.010638297872340427,1
qwen2_5_1_5b,mixed24,LLL_fear;NNN_happiness;NNN_happiness,LLL_fear,NNN_happiness,NNN_happiness,24,282,0.0851063829787234,21,0.07446808510638298,3,0.010638297872340427,1
qwen2_5_1_5b,mixed24,HHH_disgust;HHH_disgust;LLL_fear,HHH_disgust,HHH_disgust,LLL_fear,23,282,0.08156028368794327,21,0.07446808510638298,2,0.007092198581560294,1
qwen2_5_1_5b,mixed24,LLL_fear;LLL_fear;NNN_happiness,LLL_fear,LLL_fear,NNN_happiness,23,282,0.08156028368794327,21,0.07446808510638298,2,0.007092198581560294,1
qwen2_5_1_5b,mixed24,HHH_disgust;HHH_disgust;NNN_happiness,HHH_disgust,HHH_disgust,NNN_happiness,22,282,0.07801418439716312,21,0.07446808510638298,1,0.003546099290780147,1
